"Submitted","Record Number","Record Type","Address","Project Name","Status",
"09/25/2019","BLDR-192680263","Residential New","905 WARE ST SW VIENNA, VA 22180-6424 United States",,"Closed",
"09/25/2019","BLDR-192680061","Residential New","2028 KILGORE RD FALLS CHURCH, VA 22043-1324 United States",,"Closed",
"09/24/2019","BLDR-192670221","Residential New","7311 WESTERLY LN MCLEAN, VA 22101-2612 United States",,"Closed",
"09/24/2019","BLDR-192670166","Residential New","6512 BULL RUN WOODS TRL CENTREVILLE, VA 20120-0000 United States",,"Issued",
"09/24/2019","BLDR-192670044","Residential New","7611 LEONARD DR FALLS CHURCH, VA 22043-1222 United States",,"Closed",
"09/23/2019","BLDR-192660310","Residential New","7419 NIGH RD FALLS CHURCH, VA 22043-1334 United States",,"Closed",
"09/23/2019","BLDR-192660276","Residential New","6521 CEDAR LN FALLS CHURCH, VA 22042-2305 United States",,"Submitted",
"09/23/2019","BLDR-192660255","Residential New","5686 COLCHESTER RD CLIFTON, VA 20124-0000 United States",,"Closed",
"09/23/2019","BLDR-192660145","Residential New","4406 ELMWOOD DR ALEXANDRIA, VA 22310-0000 United States",,"Closed",
"09/23/2019","BLDR-192660131","Residential New","704 KENTLAND DR GREAT FALLS, VA 22066-1015 United States",,"Closed",
"09/23/2019","BLDR-192660081","Residential New","7820 CALPURNIA CT MC LEAN, VA 22102-2701 United States",,"Closed",
"09/23/2019","BLDR-192660060","Residential New","3026 SYLVAN DR FALLS CHURCH, VA 22042-4314 United States",,"Submitted",
"09/23/2019","BLDR-192660021","Residential New","1624 WOODMOOR LN MCLEAN, VA 22101-5159 United States",">>","Closed",
"09/20/2019","BLDR-192630099","Residential New","6523 33RD ST FALLS CHURCH, VA 22043-0000 United States",,"Closed",
"09/19/2019","BLDR-192620481","Residential New","1751 PIMMIT DR FALLS CHURCH, VA 22043-1116 United States",,"Closed",
"09/19/2019","BLDR-192620248","Residential New","1408 AUDMAR DR MCLEAN, VA 22101-0000 United States",,"Closed",
"09/19/2019","BLDR-192620094","Residential New","8412 TELEGRAPH RD LORTON, VA 22079-1306 United States",,"Closed",
"09/19/2019","BLDR-192620007","Residential New",,,"Submitted",
"09/19/2019","BLDR-192620006","Residential New","3020 JONQUILLA CT HERNDON, VA 20171-0000 United States",,"Closed",
"09/18/2019","BLDR-192610152","Residential New","9518 SANGER ST LORTON, VA 22079-0000 United States",,"Closed",
"09/18/2019","BLDR-192610090","Residential New","212 LOCUST ST SW VIENNA, VA 22180-0000 United States",,"Closed",
"09/17/2019","BLDR-192600291","Residential New","1399 WENDY LN MC LEAN, VA 22101-4024 United States",,"Issued",
"09/17/2019","BLDR-192600209","Residential New","7207 ELIZABETH DR MCLEAN, VA 22101-0000 United States",,"Closed",
"09/17/2019","BLDR-192600201","Residential New","9030 MOUNTAIN VALLEY RD FAIRFAX STATION, VA 22039-2803 United States",,"Closed",
"09/17/2019","BLDR-192600123","Residential New","908 MACKALL AVE MCLEAN, VA 22101-1618 United States",,"Issued",
"09/17/2019","BLDR-192600079","Residential New","1702 MACON ST MC LEAN, VA 22101-5129 United States",,"Closed",
"09/17/2019","BLDR-192600063","Residential New","3050 HEATHER LN FALLS CHURCH, VA 22044-2614 United States",,"Closed",
"09/17/2019","BLDR-192600062","Residential New","1532 FOREST LN MCLEAN, VA 22101-3314 United States",,"Closed",
"09/17/2019","BLDR-192600026","Residential New","3020 DECLAN WAY FALLS CHURCH, VA 22044-0000 United States",,"Closed",
"09/17/2019","BLDR-192600025","Residential New","3018 DECLAN WAY FALLS CHURCH, VA 22044-0000 United States",,"Closed",
"09/17/2019","BLDR-192600024","Residential New","3016 DECLAN WAY FALLS CHURCH, VA 22044-0000 United States",,"Closed",
"09/17/2019","BLDR-192600023","Residential New","3014 DECLAN WAY FALLS CHURCH, VA 22044-0000 United States",,"Closed",
"09/17/2019","BLDR-192600022","Residential New","3012 DECLAN WAY FALLS CHURCH, VA 22044-0000 United States",,"Closed",
"09/16/2019","BLDR-192590469","Residential New","7328 OLD DOMINION DR MC LEAN, VA 22101-2644 United States",,"Closed",
"09/16/2019","BLDR-192590418","Residential New","944 LEIGH MILL RD GREAT FALLS, VA 22066-2301 United States",,"Closed",
"09/16/2019","BLDR-192590233","Residential New","7305 HUGHES CT FALLS CHURCH, VA 22046-1923 United States",,"Closed",
"09/16/2019","BLDR-192590168","Residential New","8508 CRESTVIEW DR FAIRFAX, VA 22031-2803 United States",,"Closed",
"09/16/2019","BLDR-192590113","Residential New","6080 DREHER CT FALLS CHURCH, VA 22044-0000 United States","CRESTWOOD","Closed",
"09/16/2019","BLDR-192590112","Residential New","6084 DREHER CT FALLS CHURCH, VA 22044-0000 United States","CRESTWOOD","Closed",
"09/16/2019","BLDR-192590111","Residential New","6086 DREHER CT FALLS CHURCH, VA 22044-0000 United States","CRESTWOOD","Closed",
"09/16/2019","BLDR-192590110","Residential New","6061 DREHER CT FALLS CHURCH, VA 22044-0000 United States","CRESTWOOD","Closed",
"09/16/2019","BLDR-192590109","Residential New","6063 DREHER CT FALLS CHURCH, VA 22044-0000 United States","CRESTWOOD","Closed",
"09/16/2019","BLDR-192590108","Residential New","6065 DREHER CT FALLS CHURCH, VA 22044-0000 United States","CRESTWOOD","Closed",
"09/16/2019","BLDR-192590107","Residential New","6067 DREHER CT FALLS CHURCH, VA 22044-0000 United States","CRESTWOOD","Closed",
"09/16/2019","BLDR-192590106","Residential New","6069 DREHER CT FALLS CHURCH, VA 22044-0000 United States","CRESTWOOD","Closed",
"09/16/2019","BLDR-192590058","Residential New","6071 DREHER CT FALLS CHURCH, VA 22044-0000 United States",,"Closed",
